GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
8600000US00795,795,ZCTA5 00795,16001,638,8408,362,7593,428,15767,523,15829,617,15677,926,9557,549,5150,333,4407,382,5.9,1.6,5.4,2,6.5,2.8,13.5,1.8,14.6,2.8,12.2,3.2,40.4,3.3,36.7,4.2,44.7,4.8,20.3,2.7,18.5,3.5,22.4,4.7,11.3,2.4,14.1,3.3,8,2.6,3.9,1.2,5,1.7,2.6,1.6,1.8,0.8,1.4,0.9,2.4,1.5,1.6,0.9,2.2,1.2,1,1,1.3,0.7,2.1,1.2,0.2,0.4,(X),(X),21791,1261,21769,1262,26747,1170,28354,1598,24869,1459,17087,530,16853,597,17424,1106,9276,1698,9781,2739,8157,2932,14374,1190,15153,1177,12878,2500,16647,744,17289,1798,15916,1149,24177,1828,26972,3905,22890,1851,33678,3969,40845,6991,27941,6560,16.3,(X),(X),(X),(X),(X)
8600000US00901,901,ZCTA5 00901,2464,299,1441,203,1023,169,20380,2900,20502,2277,19696,9867,1395,205,824,145,571,104,3.2,2.3,2.4,2.8,4.4,4,10.5,4.6,10.1,5.9,11,7.9,23.4,6.8,26.7,8.1,18.6,8.8,12.1,4.4,9.3,5.2,16.1,7.5,14.6,5,8.7,5.5,22.9,9.1,5.8,2.7,7.2,3.6,3.9,4.2,2.9,2,3.8,3.1,1.6,2.2,12.1,4.2,13.2,5.1,10.5,6.2,15.5,4.6,18.6,7.1,11,6,(X),(X),38143,16414,34973,3095,59416,7624,65284,12328,50947,9056,22617,2798,21466,2220,26250,11384,13750,4932,11200,4481,16250,2317,10444,2599,11438,2417,8438,2647,17169,4348,17426,3843,14663,11697,27159,11477,27269,26738,26667,13372,68750,19266,72321,16849,62841,50423,18,(X),(X),(X),(X),(X)
8600000US00906,906,ZCTA5 00906,51,30,28,19,23,22,(X),(X),(X),(X),(X),(X),40,23,28,19,12,13,0,52,0,62.2,0,95,0,52,0,62.2,0,95,0,52,0,62.2,0,95,25,38.1,35.7,47.3,0,95,30,27.6,42.9,35.1,0,95,30,40.7,21.4,35.7,50,50,0,52,0,62.2,0,95,0,52,0,62.2,0,95,15,22.1,0,62.2,50,50,(X),(X),(X),(X),(X),(X),N,N,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0,(X),(X),(X),(X),(X)
8600000US00907,907,ZCTA5 00907,8350,752,4295,470,4055,431,21259,1988,22740,3395,19807,2186,5585,591,3040,392,2545,339,2.9,1.4,1.7,1.4,4.3,2.5,12.5,3.4,12.3,5.5,12.7,4.5,25.5,3.7,27,5.8,23.7,5.1,11.9,2.6,9.4,3.1,14.9,4.5,14.7,3,10.1,3.2,20.3,4.8,9.3,3,11.3,4,7,2.7,4.3,1.7,5.8,2.5,2.6,2.4,7.8,2.9,8.6,3.8,6.8,3.6,11.1,3.1,13.8,4.3,7.9,3.7,(X),(X),34337,6474,30802,3794,61110,11144,74425,17562,45206,8234,22971,2708,26661,6624,20841,2262,14114,976,15313,1232,12389,1489,16744,2358,17265,2575,15441,5773,18991,2771,18182,2625,20397,4357,31160,4063,36461,4636,24329,5478,51484,6417,60875,13950,39734,5444,16.3,(X),(X),(X),(X),(X)
8600000US00909,909,ZCTA5 00909,2297,319,1173,220,1124,214,14463,2380,15586,1306,12269,2927,1163,222,602,163,561,138,6.5,4.8,2,2.2,11.4,9.4,14.2,5.7,13.3,7.7,15.2,8.3,39.2,7.5,45.8,12.2,32.1,9.6,15.5,5,16.8,7,14.1,6,7.5,3.7,7.1,5.9,7.8,5,4.2,2.6,3.8,3.6,4.6,4,3.4,2.4,1.8,2.1,5,4.6,5.9,4.4,7.3,7.2,4.5,5.7,3.6,2.5,2,2.1,5.3,4.9,(X),(X),19219,4923,20324,3850,31304,4220,29688,5786,33038,7326,15437,1531,15958,1153,13711,3400,12902,3584,14130,3152,9688,6902,13958,2313,15317,3151,12927,3197,10713,1357,10117,4030,10993,1337,21641,5882,23571,9613,18750,8818,38750,9999,43542,24046,38056,12547,17.2,(X),(X),(X),(X),(X)
8600000US00911,911,ZCTA5 00911,3628,370,2002,241,1626,279,23491,3735,25532,6100,21773,6712,2422,261,1436,201,986,186,3.3,1.6,2.5,1.8,4.5,3.2,5.7,2.7,5.8,4,5.7,3.6,25.4,5.2,27.9,7,21.8,7.6,17.9,4.6,14.8,5.6,22.5,8.8,16.8,4.9,14.1,5.7,20.6,9,10,3.2,10.2,4.6,9.6,4.5,2.8,2.4,1.5,1.7,4.9,5.4,8.8,4,12.5,6.4,3.3,3,9.3,3.5,10.8,4.2,7.1,5.3,(X),(X),34337,5088,31734,4115,51419,7519,54493,8742,46943,11829,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X),(X),(X),(X),(X)
8600000US00912,912,ZCTA5 00912,2815,343,1423,209,1392,202,13714,2130,13525,2301,14048,3588,1376,270,717,152,659,157,3.3,2.6,2.6,3.1,4.1,4.4,14.5,5.8,18.8,8.4,9.7,6.6,32.9,8.8,34,10.7,31.7,11.1,19.9,6.8,17.6,8.9,22.5,9.5,10.5,4.1,6.4,5,14.9,7.7,7,3.7,7.5,6,6.5,4.6,4.7,3,5.2,4.7,4.2,3.9,4.4,2.8,5.7,4.6,3,2.7,2.7,1.9,2.1,2.3,3.3,3.1,(X),(X),22943,3069,27750,5099,35782,5482,36374,8601,35138,5626,16278,1765,14786,2242,18356,3150,9321,1481,10179,3475,6875,2255,9246,3396,9231,5207,9258,3642,18750,6152,15147,6670,22344,7331,25929,4679,23000,4965,28585,2517,46033,10484,40139,15069,48250,10573,20.5,(X),(X),(X),(X),(X)
8600000US00913,913,ZCTA5 00913,1954,303,934,191,1020,210,11619,2604,16654,1796,9260,1893,864,190,517,132,347,109,5.4,4.9,7,7.4,3.2,5.3,9.4,4.8,5.4,4.6,15.3,10.7,46.5,10.6,45.1,13.9,48.7,15,9.4,4.9,8.3,5.8,11,8.7,9.5,5.7,9.3,7,9.8,10.6,7.9,6,9.1,7.3,6.1,9.7,4.9,4.4,5.2,6.1,4.3,6.7,4.6,4.5,7.7,7.7,0,10.9,2.4,2.8,2.9,4.5,1.7,2.5,(X),(X),21809,5706,19779,3325,37293,10067,34145,7415,41984,24954,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.8,(X),(X),(X),(X),(X)
8600000US00915,915,ZCTA5 00915,10567,788,5717,508,4850,508,12730,829,13099,1218,12299,1210,5076,471,2792,321,2284,289,6.2,2.1,5.6,2.3,7,3.9,19.7,3.3,18.3,4.1,21.5,5.1,47.4,4.2,51.1,6.6,42.8,6,14.2,2.9,13.2,3.7,15.4,4.1,7.2,2.4,7.3,3.5,7,2.8,1.3,1,0.5,0.5,2.4,2,2.2,1.6,1.4,1.8,3.1,2.7,1.2,0.7,1.7,1.3,0.6,0.7,0.6,0.4,1,0.7,0.2,0.3,(X),(X),17427,965,17768,1544,22862,1493,23176,2208,22479,1861,13651,757,14255,1178,13059,960,9704,1041,10887,1789,8566,1261,13971,1227,14656,1428,12991,1734,15309,844,15541,1159,15101,1820,22423,1904,22228,4127,22581,3199,26546,10658,46000,42757,25787,8320,19.8,(X),(X),(X),(X),(X)
8600000US00917,917,ZCTA5 00917,7001,580,3687,376,3314,349,14751,958,14132,1237,15400,1122,3810,396,2011,276,1799,248,3.4,1.4,3.6,2.1,3.2,2,19.5,3.9,20.7,5.2,18.2,5.5,38.4,5.4,39.6,7.8,37.1,7.3,19.9,4.3,15.3,5.9,25.1,6.3,7.6,2.8,6.8,3.4,8.4,4.4,5,2,5.3,3.1,4.7,2.7,1.8,1.3,1.8,1.7,1.7,1.9,2.1,1.7,3.9,3.2,0,2.2,2.3,1.8,3,3.1,1.6,1.8,(X),(X),18919,1478,21120,2530,29861,3107,33303,5591,26013,2367,15488,911,14917,1217,16162,1324,10788,1726,11211,2446,10184,2338,12221,1988,13051,2406,11000,2588,14793,1545,15206,2412,14397,1930,26314,2353,26875,14224,26212,1591,27310,9727,50500,43096,26940,3454,15.9,(X),(X),(X),(X),(X)
8600000US00918,918,ZCTA5 00918,6493,773,3390,482,3103,417,24176,3033,22925,3495,25671,4273,4288,594,2397,385,1891,329,3.2,2,3.5,2.7,2.7,3,9.1,3.3,14.2,5.6,2.7,2.4,22,5,22.2,6,21.8,7.8,15.5,4.4,10.4,4.8,22,6.9,19.6,4.5,19,5.7,20.4,6.9,12.2,3.5,9.5,4.1,15.7,5.3,2.7,1.6,3.6,2.4,1.5,2,7.3,3.5,6.4,3.9,8.5,4.9,8.3,3,11.1,4.4,4.7,3.4,(X),(X),34601,6487,35348,5195,43473,3629,44496,4877,42176,4539,26645,4570,24340,4920,28222,4292,10522,4101,12308,5179,3953,1084,14482,2878,14743,2078,12465,11156,19177,3123,17167,3680,24455,6665,31490,6929,37373,9636,26075,6731,41271,4082,41675,6151,40974,7822,14.5,(X),(X),(X),(X),(X)
8600000US00920,920,ZCTA5 00920,7274,512,3403,331,3871,358,17514,949,17438,1409,17617,1279,4507,393,2139,269,2368,270,2.2,1.3,1.6,1.4,2.8,1.9,12.6,2.9,11.5,4,13.6,3.7,38.2,4.2,37.9,5.7,38.5,5.1,20.5,3.3,21.3,5.6,19.8,4.6,14.1,3,15.1,4.4,13.3,4.6,3.6,1.4,3.2,1.7,4.1,2.1,2.1,0.9,0.9,1,3.1,1.9,3.7,1.8,5.3,3.3,2.2,1.6,3,1.4,3.3,2.1,2.7,1.9,(X),(X),24472,2936,22474,2055,31468,2709,33211,4791,29894,2474,18882,1099,18893,1846,18874,1354,12066,1859,11927,1860,12388,3651,15343,1132,16365,1534,14475,1416,18920,1680,19890,3149,18310,2083,23975,2843,28125,5759,22952,2464,34125,6468,30217,11386,36296,8285,13.6,(X),(X),(X),(X),(X)
8600000US00921,921,ZCTA5 00921,13126,949,6697,655,6429,552,17222,805,17349,1550,17066,943,7946,632,4296,464,3650,416,2.9,1.3,2.9,1.8,2.9,1.6,12.3,2.7,12.9,3.7,11.5,3.6,36.2,3.8,37.2,5.7,35,5.5,23.2,3.2,20,4.1,26.9,4.7,12.1,2.5,12.1,3.7,12.1,3.1,8.3,1.9,8.2,2.7,8.3,2.6,1.3,0.8,1.7,1.3,0.7,0.5,2.2,1,2.5,1.3,1.9,1.3,1.6,0.8,2.5,1.3,0.7,0.8,(X),(X),23936,1927,25155,2220,30176,2036,31624,3287,28470,1843,18989,1588,20020,2146,18289,1694,11206,1618,13958,3781,9995,1450,16051,931,16689,1020,12696,3505,16987,1254,17386,4756,16724,1030,25908,2087,28289,6877,25301,2885,36347,3296,40625,10676,35161,5353,11.2,(X),(X),(X),(X),(X)
8600000US00923,923,ZCTA5 00923,9074,817,4709,483,4365,496,15621,769,16170,754,14691,1227,5196,589,2787,369,2409,376,3.4,1.5,3.4,2,3.4,2.1,16.6,3.7,14.4,4.4,19.1,5.6,43.5,5,47,5.9,39.5,6.5,18.7,3.3,16.9,4,20.8,5.5,10.7,3,10.3,3.5,11.1,4.7,3.3,1.3,3.8,2.1,2.7,1.6,1.1,0.8,0.8,1.2,1.4,1,1.2,0.8,1,1.1,1.4,1.1,1.6,1,2.4,1.7,0.6,1,(X),(X),20544,1200,21656,2195,26508,2070,27701,3240,25127,1699,16568,834,17078,1063,15859,1247,10519,831,11969,2191,9328,2148,15911,1138,18109,1952,14013,1935,17801,1922,17786,2006,17827,3413,25430,3308,27417,6868,25062,3986,25096,2995,32446,25456,23060,2331,17.1,(X),(X),(X),(X),(X)
8600000US00924,924,ZCTA5 00924,19469,1113,9223,726,10246,668,16502,664,15999,1069,16978,927,10958,770,5204,549,5754,497,3.4,1,3.1,1.4,3.6,1.4,12.6,2.1,14.5,3.8,11,2.9,35.8,2.7,29.6,3.5,41.3,4.4,21.5,2.5,23.8,3.6,19.5,3.8,12.6,2.1,13,3.4,12.3,3,7.2,1.8,9.2,2.8,5.4,2.3,2.1,0.8,2.1,1.3,2,1.1,1.7,0.6,1.3,1.1,2,0.9,3.1,1.2,3.5,1.7,2.8,1.4,(X),(X),25801,1325,23685,989,32167,1848,33977,3360,30530,2016,18457,885,18195,1776,18618,1127,9506,1595,11014,3076,8608,1769,13738,1293,13983,1162,12889,3417,17762,1283,19281,3349,16878,1949,24191,1378,29692,2628,22634,1109,34985,4512,33475,4002,36020,6698,15.9,(X),(X),(X),(X),(X)
8600000US00925,925,ZCTA5 00925,3190,511,1687,312,1503,352,9265,1900,11638,1956,7236,2522,1161,228,756,171,405,129,3.9,3.9,6,5.8,0,9.4,18.1,6.9,15.7,10.2,22.5,11.5,37,10.5,35.4,13.5,40,14.9,19.5,7.5,20.1,10.2,18.3,12.6,9.9,6.2,13.4,9.1,3.5,5.3,8.3,5.4,5.4,4.8,13.6,10.8,0,3.4,0,5.1,0,9.4,1.6,1.8,1.3,2,2.2,3.5,1.7,1.5,2.6,2.4,0,9.4,(X),(X),20795,7624,21133,6105,33696,13811,37315,20090,26942,5262,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.7,(X),(X),(X),(X),(X)
8600000US00926,926,ZCTA5 00926,44767,1659,23207,1224,21560,850,22601,923,23084,1482,22269,1030,29724,1340,15805,923,13919,747,2.2,0.6,2,0.9,2.4,1,9.2,1.4,10.6,1.9,7.5,1.7,26.7,2.1,25.1,2.9,28.4,2.7,18.1,2,15,2.3,21.7,2.7,15.1,1.5,15.6,2.3,14.5,2,10.3,1.5,9.5,1.7,11.2,2.2,4.2,0.8,4.4,1,3.9,0.9,5.6,1,6.6,1.5,4.5,1.2,8.7,1.2,11.1,1.6,5.9,1.5,(X),(X),32455,1901,30883,993,48837,2388,54866,3507,41992,2716,24921,971,25756,1756,24359,1201,10765,1274,11380,1757,9820,1265,15143,647,15443,752,14302,2003,20119,1069,22179,2008,18273,1363,31379,1172,35290,3862,29986,2298,44808,5031,54531,8087,38717,5135,15.5,(X),(X),(X),(X),(X)
8600000US00927,927,ZCTA5 00927,5842,629,3080,411,2762,328,26502,3559,27228,7168,24844,5015,4043,531,2129,376,1914,265,1.3,1.1,1.1,1.2,1.4,1.7,6.2,2.9,8.5,4.9,3.7,2.5,23.8,4.4,17.9,4.7,30.4,7.5,16.9,3.5,13.6,3.9,20.5,5.7,16.7,4.6,18.8,6.2,14.4,5.4,9.5,3.6,10,4.5,9,4.9,3.9,1.8,5.2,3,2.5,1.8,9.5,3.5,8.7,3.9,10.3,4.8,12.1,3.6,16.2,4.9,7.7,4.4,(X),(X),41133,2702,31875,3928,54839,5886,64349,9398,44261,5628,28907,4238,31420,8305,27890,4881,8173,1745,7128,1787,12778,4182,15962,2507,14922,3468,16423,3374,21563,3979,21583,5616,21540,7648,25829,3083,27969,10320,24408,2845,52703,6283,64833,8189,44917,10158,11.2,(X),(X),(X),(X),(X)
8600000US00934,934,ZCTA5 00934,47,35,20,32,27,30,55938,5552,-,**,-,**,47,35,20,32,27,30,0,48,0,73.6,0,63.3,0,48,0,73.6,0,63.3,0,48,0,73.6,0,63.3,0,48,0,73.6,0,63.3,0,48,0,73.6,0,63.3,76.6,32.4,100,73.6,59.3,59.3,0,48,0,73.6,0,63.3,0,48,0,73.6,0,63.3,23.4,32.4,0,73.6,40.7,59.3,(X),(X),-,**,-,**,N,N,N,N,N,N,55938,5552,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,55938,5552,-,**,-,**,34,(X),(X),(X),(X),(X)
8600000US00936,936,ZCTA5 00936,153,114,114,84,39,52,19844,6703,16389,9795,25375,7193,66,83,27,43,39,52,0,40.5,0,63.3,0,52.7,0,40.5,0,63.3,0,52.7,68.2,43.4,100,63.3,46.2,53.8,15.2,44.7,0,63.3,25.6,74.2,16.7,27,0,63.3,28.2,43.1,0,40.5,0,63.3,0,52.7,0,40.5,0,63.3,0,52.7,0,40.5,0,63.3,0,52.7,0,40.5,0,63.3,0,52.7,(X),(X),(X),(X),(X),(X),N,N,N,N,N,N,20250,6020,16852,10856,25375,7193,16620,1598,-,**,-,**,-,**,-,**,-,**,"2,500-",***,"2,500-",***,-,**,-,**,-,**,-,**,-,**,-,**,-,**,6.8,(X),(X),(X),(X),(X)
8600000US00949,949,ZCTA5 00949,30530,973,15288,684,15242,628,17589,646,17213,589,18135,901,19020,800,9899,556,9121,537,3.3,0.9,4.7,1.5,1.7,0.7,10.7,1.7,11.2,2.3,10.2,2.1,39.2,2.3,37.5,3.4,41,3.2,22.1,2,18.9,2.9,25.6,2.8,13.4,2,13.5,2.6,13.3,2.7,6,1.1,7.3,1.6,4.5,1.3,2.2,0.7,3.1,1.3,1.2,0.8,1.9,0.6,1.9,1,1.9,0.8,1.2,0.5,1.8,0.9,0.5,0.4,(X),(X),23577,1356,24242,874,29126,921,29945,1364,28237,903,19458,745,19134,1026,19727,985,11696,1219,11250,1996,12184,1639,15950,648,16269,809,15314,1299,19185,1010,20760,1986,18275,1185,26776,1977,31776,2633,23605,1715,32722,3813,40801,6124,31291,2807,15,(X),(X),(X),(X),(X)
8600000US00950,950,ZCTA5 00950,0,13,0,13,0,13,-,**,-,**,-,**,0,13,0,13,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X)
8600000US00951,951,ZCTA5 00951,8,13,8,13,0,13,-,**,-,**,-,**,0,13,0,13,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,**,-,**,N,N,N,N,N,N,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,(X),(X),(X),(X),(X)
8600000US00952,952,ZCTA5 00952,3617,475,2060,322,1557,268,14523,1233,12455,2559,16361,1166,1826,324,1004,235,822,173,6.1,4.3,9.6,7.6,1.8,2.7,12.4,4.6,17.4,8,6.3,4.9,49.7,7.3,46.1,9.8,54.1,10.6,18.6,5.7,13.6,6.9,24.7,10.4,7.1,3.9,5,3.6,9.7,6.5,4.8,3.6,7.2,6,1.9,2.9,0,2.2,0,3.9,0,4.7,1.2,1.4,1.1,1.8,1.3,2.2,0,2.2,0,3.9,0,4.7,(X),(X),17196,1379,21019,2184,23044,1879,21607,2737,24799,2109,15748,739,13679,2328,17331,1270,8505,2413,7566,2421,11083,3124,14554,2968,14250,3601,15130,6420,15557,1960,12667,7006,15973,1118,20893,3153,16156,1633,21746,3073,32621,3402,30515,2745,33710,14587,18.1,(X),(X),(X),(X),(X)
8600000US00953,953,ZCTA5 00953,28173,978,14540,655,13633,607,21230,1186,21848,1733,20721,1482,19358,801,10412,600,8946,545,3,0.9,3.2,1.3,2.7,1.4,8.7,1.7,7.6,1.8,9.9,2.7,29.7,3.1,28,2.9,31.7,4.7,20.4,2.3,16.4,2.5,24.9,3.6,18.1,2.1,20.5,3.2,15.2,2.7,9,1.4,10.1,2,7.8,1.8,3,1,4.2,1.5,1.6,1.1,5.1,1.3,5.2,1.7,5.1,1.7,3.1,0.9,4.8,1.4,1.1,0.8,(X),(X),31264,1758,26498,1157,36630,1903,40361,2663,32287,1773,23759,1702,25355,2349,22698,1606,11021,1439,12040,2701,9599,1716,15650,883,16626,1217,14337,1381,22344,2197,26433,2529,19079,3408,30750,2153,41181,4262,26819,1470,46176,8275,66875,13271,35368,3373,13.5,(X),(X),(X),(X),(X)
8600000US00956,956,ZCTA5 00956,27552,863,14531,569,13021,520,17150,446,16667,600,17730,653,18369,710,9962,520,8407,502,5,1.1,6.6,1.8,3.1,1.3,16.4,1.9,17.9,2.6,14.7,2.4,42.9,3.1,39.1,3.6,47.4,4.4,17.5,1.9,14.9,2.5,20.6,2.7,9.8,1.2,10.7,1.9,8.6,1.5,4.6,1,5.4,1.3,3.7,1.4,1.3,0.5,1.8,0.8,0.6,0.6,2,0.6,2.8,1,1.1,0.7,0.5,0.3,0.8,0.4,0.2,0.2,(X),(X),19962,792,21164,741,25769,755,26880,1131,24454,901,18390,487,17833,797,18862,591,12520,1889,13030,1648,9552,2089,15555,856,16277,870,13475,1393,17395,746,17638,1447,17215,903,23369,1779,29527,3900,21353,1169,31973,2049,41188,15795,30785,1733,13.8,(X),(X),(X),(X),(X)
8600000US00957,957,ZCTA5 00957,15225,879,7724,583,7501,476,17201,574,17319,777,16990,1205,9426,689,5046,473,4380,376,2.8,1,4.4,1.7,0.9,0.8,13.4,2.4,10.5,3.1,16.8,3.7,40.7,3.4,40.7,4.8,40.7,4.8,18.8,2.7,18.1,3.3,19.6,4.1,11.2,2.1,11.4,2.7,10.9,2.9,5.8,1.2,6.2,1.6,5.4,2.2,2.7,1,3,1.6,2.4,1.3,3.2,1,4.1,1.6,2.2,1.2,1.4,0.7,1.7,0.9,1.1,1.3,(X),(X),23287,1271,22333,1214,29766,1328,30944,1919,28409,1608,19212,1003,19762,1601,18832,1147,11895,2106,11813,3322,11996,2141,15942,1000,16758,1002,13192,1622,17022,902,19258,2745,15751,1338,28145,3289,31932,3749,25262,2598,33225,3247,35118,3293,31890,4886,16.2,(X),(X),(X),(X),(X)
8600000US00959,959,ZCTA5 00959,20860,965,10102,640,10758,558,18818,859,19938,1058,17573,1014,13401,768,6718,519,6683,422,2.4,0.9,2.6,1.3,2.3,1.4,11.1,2,10.4,2.3,11.8,3.2,33.7,2.8,30.5,3.6,36.9,4.4,20,2.6,19.8,3.3,20.3,3.3,16.1,1.9,18.3,3,14,2.7,9,1.7,10,2.3,8,2.4,2,0.8,1.8,0.9,2.2,1.1,4,1.1,4.6,1.6,3.4,1.5,1.6,0.6,2.1,1.1,1.2,0.7,(X),(X),28465,3045,24662,1506,32776,1107,34497,1652,31045,1763,21236,850,22794,1595,20095,1231,13909,4013,15329,6341,13056,4990,16536,1235,18772,1628,13631,1671,16967,811,20161,2138,15488,953,27144,2350,33008,4293,24238,1802,35711,2257,35833,5057,35662,2765,15.7,(X),(X),(X),(X),(X)
8600000US00960,960,ZCTA5 00960,807,186,804,187,3,6,7025,1576,7047,1626,-,**,89,45,89,45,0,13,32.6,16.4,32.6,16.4,-,**,30.3,22.6,30.3,22.6,-,**,14.6,15,14.6,15,-,**,6.7,9.8,6.7,9.8,-,**,5.6,10.7,5.6,10.7,-,**,10.1,9.6,10.1,9.6,-,**,0,34.3,0,34.3,-,**,0,34.3,0,34.3,-,**,0,34.3,0,34.3,-,**,(X),(X),13203,2444,-,**,N,N,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.9,(X),(X),(X),(X),(X)
8600000US00961,961,ZCTA5 00961,12578,868,6872,570,5706,470,20117,2001,19221,2193,21234,2421,7595,589,4077,426,3518,355,2.9,1.4,3.7,2.4,2,1.3,5.9,1.7,5.2,2.1,6.8,3,28.7,3.1,28.4,4.3,29.2,5.2,19.4,3.1,17.2,3.7,22.1,4.8,20.1,2.7,21.4,3.9,18.6,4.6,9.4,2.1,9,2.6,9.8,3.1,3.6,1.3,2.7,1.6,4.6,2,6.3,1.8,8.8,2.9,3.4,1.9,3.6,1.3,3.7,1.8,3.4,1.9,(X),(X),32789,3961,30589,2092,38480,2112,39289,2876,37542,3016,23287,1620,23074,2382,23557,2285,7776,1810,6042,3247,9161,1554,16100,1668,16852,1606,13056,4101,18682,2572,22576,3899,16793,822,32575,2690,38125,4675,29390,3057,39800,3029,41972,5500,37704,4642,15.7,(X),(X),(X),(X),(X)
